,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
2007,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
2008,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Omg! Oh My Gyro!,43.6500639687058,-79.39110371201055,Souvlaki Shop
2009,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Michaels,43.64869949375211,-79.3910962343216,Arts & Crafts Store
2010,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Umbra Concept Store,43.650417,-79.391136,Furniture / Home Store
2011,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Hakata Ikkousha Ramen,43.650299,-79.388753,Ramen Restaurant
2012,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Lavish & Squalor,43.65030427070834,-79.38892664709715,Clothing Store
2013,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Noodle King,43.65170632794881,-79.38304628912547,Asian Restaurant
2014,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Old City Hall,43.652008800876125,-79.3817442232328,Monument / Landmark
2015,Stn A PO Boxes,43.64868927001953,-79.38543701171875,DAVIDsTEA,43.64650585612388,-79.38014477491379,Tea Room
2016,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Colibri,43.651041,-79.384065,Taco Place
2017,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Essential Beauty Bar,43.65051268683632,-79.38802119167447,Cosmetics Shop
2018,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Queen Mother Cafe,43.650401,-79.389156,Thai Restaurant
2019,Stn A PO Boxes,43.64868927001953,-79.38543701171875,The Gabardine,43.65098801064232,-79.38122513218154,American Restaurant
2020,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Toronto City Hall Rooftop Garden,43.651230845735505,-79.3837674874531,Garden
2021,Stn A PO Boxes,43.64868927001953,-79.38543701171875,John Fluevog Shoes,43.6499881760459,-79.39079046249388,Shoe Store
2022,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Little India Restaurant,43.65031880877208,-79.38899760320798,Indian Restaurant
2023,Stn A PO Boxes,43.64868927001953,-79.38543701171875,John Allans,43.651446635211904,-79.38135389611388,Salon / Barbershop
2024,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Osgoode Hall Park,43.651104579673685,-79.3862691864201,Park
2025,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Petit Four Bakery,43.647743692587085,-79.37958814250598,Sandwich Place
2026,Stn A PO Boxes,43.64868927001953,-79.38543701171875,The National Club,43.64934259283233,-79.3805735731846,Wine Bar
2027,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Sweet Lulu,43.65055650489936,-79.38117543224395,Asian Restaurant
2028,Stn A PO Boxes,43.64868927001953,-79.38543701171875,FLOCK Rotisserie + Greens,43.65098849486318,-79.38191708712704,Salad Place
2029,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Rexall Pharma Plus,43.65069306428047,-79.3868471222179,Pharmacy
2030,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Starbucks,43.646799,-79.38069,Coffee Shop
2031,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Much Music Video Awards (MMVA's),43.64999294848099,-79.39054666005632,Music Venue
2032,Stn A PO Boxes,43.64868927001953,-79.38543701171875,The Adelaide Hotel Toronto,43.6498312,-79.3801639,Hotel
2033,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Queen St. Warehouse,43.650116540590425,-79.3903160886256,Bar
2034,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Malabar Limited,43.650616980063944,-79.389945826656,Costume Shop
2035,Stn A PO Boxes,43.64868927001953,-79.38543701171875,BMV-Q (BMV Bookstore),43.65001193338498,-79.39076272691233,Bookstore
2036,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Mercatto,43.6502431921682,-79.38081989149896,Italian Restaurant
2037,Stn A PO Boxes,43.64868927001953,-79.38543701171875,The Underground Dance Centre,43.64974018262459,-79.38804462470118,Dance Studio
2038,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Baba Geddo,43.649944,-79.389321,Mediterranean Restaurant
2039,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Me Va Me,43.65005490955589,-79.39055494048628,Middle Eastern Restaurant
2040,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Mr Burrito,43.649992102728596,-79.38928213188512,Burrito Place
2041,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Meli Baklava & Chocolate Bar,43.650139555584936,-79.3903774023056,Chocolate Shop
2042,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Ematei 絵馬亭,43.65115644866129,-79.38898951275146,Japanese Restaurant
2043,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Red Eye Espresso,43.65114970183438,-79.39014599464723,Café
2044,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Condom Shack,43.650541999234946,-79.38813757341353,Hobby Shop
2045,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Kanga,43.64995450706355,-79.38935159751988,Pie Shop
2046,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Touhenboku Ramen 唐変木,43.650240045793076,-79.38918912216322,Ramen Restaurant
2047,Stn A PO Boxes,43.64868927001953,-79.38543701171875,Druxy's,43.648015481211395,-79.37990651776452,Deli / Bodega
2048,"Alderwood, Long Branch",43.60108184814453,-79.53890991210938,Il Paesano Pizzeria & Restaurant,43.60128,-79.545028,Pizza Place
2049,"Alderwood, Long Branch",43.60108184814453,-79.53890991210938,Toronto Gymnastics International,43.59983195234328,-79.54292448822379,Gym
2050,"Alderwood, Long Branch",43.60108184814453,-79.53890991210938,Timothy's Pub,43.60016508568706,-79.54469872722389,Pub
2051,"Alderwood, Long Branch",43.60108184814453,-79.53890991210938,Subway,43.59915224732402,-79.54439458247475,Sandwich Place
2052,"Alderwood, Long Branch",43.60108184814453,-79.53890991210938,Delta Variety,43.603897,-79.536385,Convenience Store
2053,"Northwest, West Humber - Clairville",43.71173858642578,-79.57917785644531,Tim Hortons,43.71317728570077,-79.5801859349013,Coffee Shop
2054,"Northwest, West Humber - Clairville",43.71173858642578,-79.57917785644531,Harvey's,43.712145722503486,-79.57735751231331,Restaurant
2055,"Northwest, West Humber - Clairville",43.71173858642578,-79.57917785644531,Subway,43.713118580829274,-79.5801910396703,Sandwich Place
2056,"Northwest, West Humber - Clairville",43.71173858642578,-79.57917785644531,Petro-Canada,43.714398,-79.581868,Gas Station
2057,"Northwest, West Humber - Clairville",43.71173858642578,-79.57917785644531,Rexdale Hyundai,43.7137334,-79.5781226,Auto Dealership
2058,"Northwest, West Humber - Clairville",43.71173858642578,-79.57917785644531,Fitness Two 4,43.714482,-79.582903,Gym
2059,"Northwest, West Humber - Clairville",43.71173858642578,-79.57917785644531,Ali Baba's Middle Eastern Cuisine,43.71170383829159,-79.57328796386717,Middle Eastern Restaurant
2060,"Northwest, West Humber - Clairville",43.71173858642578,-79.57917785644531,Discount Car & Truck Rentals,43.71515060000001,-79.5830823,Rental Car Location
2061,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Cranberries,43.6678427705951,-79.36940687874281,Diner
2062,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,F'Amelia,43.66753590663226,-79.36861331485827,Italian Restaurant
2063,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Kingyo Toronto,43.66589495808371,-79.36841520638596,Japanese Restaurant
2064,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Murgatroid,43.66738149016019,-79.36931129229457,Restaurant
2065,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Merryberry Cafe + Bistro,43.66663020301851,-79.36879184199822,Café
2066,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Cabbagetown Brew,43.66692279890784,-79.36928929560437,Café
2067,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Butter Chicken Factory,43.66707247004843,-79.36918422958169,Indian Restaurant
2068,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Absolute Bakery & Café,43.667469462461995,-79.36927654747196,Bakery
2069,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Fair Trade Jewellery Co.,43.6653480241165,-79.36836240366654,Jewelry Store
2070,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Toronto Dance Theatre,43.66623230619368,-79.36707506629983,General Entertainment
2071,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Riverdale Farm,43.66685035126636,-79.36137564770476,Farm
2072,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Riverdale Park West,43.66604827676354,-79.36094117493359,Park
2073,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,House on Parliament,43.663645704974314,-79.36785378722945,Gastropub
2074,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,St. Jamestown Delicatessen,43.66581142395609,-79.36864825640076,Butcher
2075,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Pet Valu,43.66420501339666,-79.36846012382637,Pet Store
2076,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Wellesley Park,43.6696487958367,-79.3621551990509,Park
2077,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Kanpai Snack Bar,43.664330935948634,-79.36806503124257,Taiwanese Restaurant
2078,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,The Epicure Shop,43.663964860964924,-79.36779540886938,Deli / Bodega
2079,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Labour Of Love,43.663907,-79.368822,Gift Shop
2080,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Stout Irish Pub,43.66389071833622,-79.3690300810636,Pub
2081,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,The Pear Tree,43.664904018134834,-79.36824639094671,Restaurant
2082,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Jetfuel Coffee,43.66529519392083,-79.3683345416816,Coffee Shop
2083,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,TD Canada Trust,43.66465469253796,-79.36788707971579,Bank
2084,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Sunny Green Vegetable and Fruit,43.667555388483756,-79.3724347693053,Market
2085,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Hey Lucy,43.66407509923825,-79.36865505824356,Italian Restaurant
2086,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Thai Room - Carlton,43.6641587260231,-79.36818872980979,Thai Restaurant
2087,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Winchester Park,43.66623107575282,-79.3716312803108,Playground
2088,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,LCBO,43.665585593088366,-79.36853050840249,Liquor Store
2089,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Daniel et Daniel Event Creation & Catering,43.6643837,-79.3683282,Bakery
2090,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Tim Hortons,43.66716925802294,-79.36884865164751,Coffee Shop
2091,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,The Beer Store,43.6664079,-79.368833,Beer Store
2092,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Subway,43.66564329610601,-79.3683001523662,Sandwich Place
2093,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Pizza Pizza,43.667178738521734,-79.36966873777858,Pizza Place
2094,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,The Flying Beaver Pubaret,43.664828798875426,-79.36829203718695,Pub
2095,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Tim Hortons,43.665785871990316,-79.36828404664993,Coffee Shop
2096,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Shoppers Drug Mart,43.663998,-79.36783,Pharmacy
2097,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,China Gourmet,43.6641802410051,-79.36835925727236,Chinese Restaurant
2098,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Pizza Pizza,43.66809038080825,-79.37027389227195,Pizza Place
2099,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Tender Trap Restaurant,43.66772379650776,-79.36948477788651,Chinese Restaurant
2100,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,El Charro,43.667606,-79.36949,Restaurant
2101,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Matt's No Frills,43.663515,-79.367166,Grocery Store
2102,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Park Snacks,43.66697911709206,-79.36311542987823,Snack Place
2103,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Wellesley Parliament Square,43.668589018294284,-79.37016915914073,Plaza
2104,"St. James Town, Cabbagetown",43.66788101196289,-79.36649322509766,Salt & Tobacco,43.66530700653405,-79.36833465285895,Pizza Place
2105,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Adelaide Club Toronto,43.64927944291712,-79.38192123284551,Gym / Fitness Center
2106,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
2107,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Canoe,43.647452066183476,-79.38132001815676,Restaurant
2108,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Mos Mos Coffee,43.64815919753501,-79.37874450467258,Café
2109,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Walrus Pub & Beer Hall,43.64737470920577,-79.37951515363918,Pub
2110,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
2111,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Brick Street Bakery,43.6488151631615,-79.38060468610949,Bakery
2112,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
2113,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Hy's Steakhouse,43.649504756476944,-79.38291850488223,Steakhouse
2114,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Maman,43.64830873804684,-79.38225333898805,Café
2115,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
2116,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
2117,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,DAVIDsTEA,43.64650585612388,-79.38014477491379,Tea Room
2118,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,The Keg Steakhouse + Bar - York Street,43.64998659318569,-79.38410336664538,Restaurant
2119,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,John & Sons Oyster House,43.65065642537144,-79.38161285228475,Seafood Restaurant
2120,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Pizzeria Libretto,43.64833354686235,-79.38511050184168,Pizza Place
2121,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,King Taps,43.648475974183,-79.38205778358744,Gastropub
2122,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Sam James Coffee Bar (SJCB),43.64788137014028,-79.38433152836829,Café
2123,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Starbucks,43.646731,-79.383951,Coffee Shop
2124,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,The Fairmont Royal York,43.64544914616651,-79.3815076529019,Hotel
2125,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Toronto PATH System,43.64990340698978,-79.3830527039004,General Travel
2126,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Kupfert & Kim (First Canadian Place),43.64854659465186,-79.38162406470161,Gluten-free Restaurant
2127,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Indigospirit,43.64834987590252,-79.38034747310336,Bookstore
2128,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Petit Four Bakery,43.647743692587085,-79.37958814250598,Sandwich Place
2129,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Dineen Coffee,43.650497,-79.378765,Café
2130,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Café Plenty,43.6491179354577,-79.37831288380438,Café
2131,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Chotto Matte,43.646473,-79.378782,Japanese Restaurant
2132,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Olly Fresco's,43.646912231909276,-79.37959661696463,Deli / Bodega
2133,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Bymark,43.647217284018005,-79.38125188166379,Restaurant
2134,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,deKEFIR,43.65043319523819,-79.37939324949957,Ice Cream Shop
2135,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,John & Sons Oyster House,43.65060229830571,-79.38155510682869,Seafood Restaurant
2136,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Ki Modern Japanese + Bar,43.647223,-79.3793738,Japanese Restaurant
2137,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Craft Beer Market,43.6498722789121,-79.37839828995996,Beer Bar
2138,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Hockey Hall Of Fame (Hockey Hall of Fame),43.646974451431056,-79.37732323942681,Museum
2139,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Cafe Landwer,43.64875349932059,-79.3853673607289,Café
2140,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Pumpernickel's Deli,43.64883150054619,-79.38197006345457,Deli / Bodega
2141,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Boxcar Social Temperance,43.65055725249405,-79.38195634640063,Bar
2142,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
2143,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
2144,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Beerbistro,43.64941904378835,-79.37723726034164,Gastropub
2145,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Soho House Toronto,43.64873430659662,-79.38654117564838,Speakeasy
2146,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
2147,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,DAVIDsTEA,43.650546552943766,-79.38338493349875,Tea Room
2148,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Toronto Athletic Club,43.647359553534905,-79.3811766566002,Gym
2149,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Rosalinda,43.650252483069295,-79.38515575620075,Vegetarian / Vegan Restaurant
2150,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Roy Thomson Hall,43.6465886970634,-79.38597899374354,Concert Hall
2151,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Movenpick Cafe,43.647686808930885,-79.3772953884033,Café
2152,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Starbucks,43.646799,-79.38069,Coffee Shop
2153,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,The Adelaide Hotel Toronto,43.6498312,-79.3801639,Hotel
2154,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,WVRST,43.64496809087762,-79.38137631843854,Beer Bar
2155,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,iQ Food Co. (First Canadian Place),43.64835708519922,-79.38219241858727,Salad Place
2156,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Shangri-La Toronto,43.64912919417502,-79.3865566853963,Hotel
2157,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Bulldog On The Block,43.65065218852629,-79.38414092873634,Coffee Shop
2158,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,The National Club,43.64934259283233,-79.3805735731846,Wine Bar
2159,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,GoodLife Fitness Toronto 137 Yonge Street,43.651242,-79.378068,Gym
2160,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Four Seasons Centre for the Performing Arts,43.650592,-79.385806,Concert Hall
2161,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Tim Hortons,43.6468622,-79.3825442,Coffee Shop
2162,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,M Square Coffee Co,43.65121797253777,-79.38355459932247,Coffee Shop
2163,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Bardi's Steak House,43.64622,-79.383074,Restaurant
2164,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Bosk at Shangri-La,43.649022736761516,-79.38582635521233,Asian Restaurant
2165,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,One King West Hotel & Residence,43.6491395,-79.3778763,Hotel
2166,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,The Gabardine,43.65098801064232,-79.38122513218154,American Restaurant
2167,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Buster's Sea Cove,43.64777410584289,-79.37918080262172,Seafood Restaurant
2168,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Assembly Chef's Hall,43.650578865093934,-79.3834119303614,Food Court
2169,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Nathan Phillips Square,43.65227047322295,-79.38351631164551,Plaza
2170,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Five Guys,43.6487987190222,-79.3816807899204,Burger Joint
2171,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Estiatorio Volos,43.65032912559998,-79.38453301297716,Greek Restaurant
2172,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Union Pearson Express,43.64436200658875,-79.38319927907953,Train Station
2173,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Old City Hall,43.652008800876125,-79.3817442232328,Monument / Landmark
2174,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Hudson's Bay,43.652039815876805,-79.38039146122816,Department Store
2175,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Cosmopolitan Toronto Centre Hotel & Spa,43.64906432957466,-79.37759759701125,Hotel
2176,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Sweet Lulu,43.65055650489936,-79.38117543224395,Asian Restaurant
2177,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,The Omni King Edward Hotel,43.64919051601911,-79.37600612640387,Hotel
2178,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Garrison Bespoke,43.648102,-79.376334,Tailor Shop
2179,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Pi Co.,43.648651,-79.385874,Pizza Place
2180,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,First Canadian Place,43.64848212292913,-79.38244342803955,Building
2181,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Hilton,43.6499459,-79.385479,Hotel
2182,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,John Allans,43.651446635211904,-79.38135389611388,Salon / Barbershop
2183,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Tachi,43.65059603893127,-79.38339613055128,Sushi Restaurant
2184,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,The Cambridge Club,43.65166287812755,-79.38307469732278,Gym
2185,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Tim Hortons,43.646104578197665,-79.38257150352001,Coffee Shop
2186,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Union Chicken,43.64491185903613,-79.38232534702786,Fried Chicken Joint
2187,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Mercatto,43.6502431921682,-79.38081989149896,Italian Restaurant
2188,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Victoria's Restaurant,43.64929834396347,-79.37643067251867,Restaurant
2189,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Balzac's Coffee,43.644372584148364,-79.38306470027423,Coffee Shop
2190,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Ninki Izakaya,43.65022782352305,-79.38486260004564,Japanese Restaurant
2191,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Jump,43.64814738516352,-79.37875242540652,American Restaurant
2192,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Starbucks,43.647261,-79.378599,Coffee Shop
2193,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Piper's Gastropub,43.645468111144694,-79.38177905581458,Cocktail Bar
2194,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Freshii,43.649273084327184,-79.38374831204301,Salad Place
2195,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Ruby Thai (First Canadian Place),43.64909140219368,-79.38159990145141,Thai Restaurant
2196,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Lobby Lounge at the Shangri-La Toronto,43.64915499986854,-79.38654574367817,Lounge
2197,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Thai Island,43.64914597811404,-79.38379835292523,Thai Restaurant
2198,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Noodle King,43.65170632794881,-79.38304628912547,Asian Restaurant
2199,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Tim Hortons,43.646255967524645,-79.37957346439356,Coffee Shop
2200,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,McEwan Foods,43.64716011126396,-79.38104402548048,Deli / Bodega
2201,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Michael's on Simcoe,43.64826881661747,-79.38632821234134,Steakhouse
2202,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Library Bar,43.64550019136729,-79.38160166851243,Hotel Bar
2203,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Papyrus,43.64819540954937,-79.3813921854217,Gift Shop
2204,"First Canadian Place, Underground city",43.64828109741211,-79.38146209716797,Meridian Hall,43.646292124205594,-79.37602179505662,Concert Hall
2205,"The Kingsway, Montgomery Road, Old Mill North",43.65369033813477,-79.51112365722656,Ministry Of Wine Tasting,43.65643271673429,-79.51184880787424,Lounge
2206,Church and Wellesley,43.66659164428711,-79.38130187988281,Storm Crow Manor,43.66683985695023,-79.38159278029707,Theme Restaurant
2207,Church and Wellesley,43.66659164428711,-79.38130187988281,Smith,43.66692666745884,-79.38142135954267,Breakfast Spot
2208,Church and Wellesley,43.66659164428711,-79.38130187988281,Barbara Hall Park,43.66687857011423,-79.38106777601625,Park
2209,Church and Wellesley,43.66659164428711,-79.38130187988281,The Keg Steakhouse + Bar,43.66675618397813,-79.37830241801962,Steakhouse
2210,Church and Wellesley,43.66659164428711,-79.38130187988281,Fabarnak,43.66637677585409,-79.38096396850409,Restaurant
2211,Church and Wellesley,43.66659164428711,-79.38130187988281,Glad Day Bookshop,43.66527119350875,-79.38078512672504,Bookstore
2212,Church and Wellesley,43.66659164428711,-79.38130187988281,FUEL+,43.66439936324463,-79.38042718414235,Juice Bar
2213,Church and Wellesley,43.66659164428711,-79.38130187988281,Starbucks,43.66498,-79.38051,Coffee Shop
2214,Church and Wellesley,43.66659164428711,-79.38130187988281,Ho's Team Barber Shop,43.66563031656884,-79.38135926650858,Salon / Barbershop
2215,Church and Wellesley,43.66659164428711,-79.38130187988281,Hero Certified Burgers,43.66562403029978,-79.38090430769088,Burger Joint
